NFL-Texans,2002,Houston,Texans,NFL,,AFCSouth,4,12,0,DomCapers,x,x
NFL-Texans,2003,Houston,Texans,NFL,,AFCSouth,5,11,0,DomCapers,,
NFL-Texans,2004,Houston,Texans,NFL,,AFCSouth,7,9,0,DomCapers,,
NFL-Texans,2005,Houston,Texans,NFL,,AFCSouth,2,14,0,DomCapers,,
NFL-Texans,2006,Houston,Texans,NFL,,AFCSouth,6,10,0,GaryKubiak,,
NFL-Texans,2007,Houston,Texans,NFL,,AFCSouth,8,8,0,GaryKubiak,,
NFL-Texans,2008,Houston,Texans,NFL,,AFCSouth,8,8,0,GaryKubiak,,
NFL-Texans,2009,Houston,Texans,NFL,,AFCSouth,9,7,0,GaryKubiak,,
NFL-Texans,2010,Houston,Texans,NFL,,AFCSouth,6,10,0,GaryKubiak,,
NFL-Texans,2011,Houston,Texans,NFL,,AFCSouth,10,6,0,GaryKubiak,,
NFL-Texans,2012,Houston,Texans,NFL,,AFCSouth,12,4,0,GaryKubiak,,
NFL-Texans,2013,Houston,Texans,NFL,,AFCSouth,2,14,0,GaryKubiak,,
NFL-Texans,2014,Houston,Texans,NFL,,AFCSouth,9,7,0,BillOBrien,,
NFL-Texans,2015,Houston,Texans,NFL,,AFCSouth,9,7,0,BillOBrien,,
NFL-Texans,2016,Houston,Texans,NFL,,AFCSouth,9,7,0,BillOBrien,,
NFL-Texans,2017,Houston,Texans,NFL,,AFCSouth,4,12,0,BillOBrien,,
NFL-Texans,2018,Houston,Texans,NFL,,AFCSouth,11,5,0,BillOBrien,,
NFL-Texans,2019,Houston,Texans,NFL,,AFCSouth,9,5,0,BillOBrien,,
