NFL-Jaguars,1995,Jacksonville,Jaguars,NFL,,AFCCentral,4,12,0,TomCoughlin,x,x
NFL-Jaguars,1996,Jacksonville,Jaguars,NFL,,AFCCentral,9,7,0,TomCoughlin,,
NFL-Jaguars,1997,Jacksonville,Jaguars,NFL,,AFCCentral,11,5,0,TomCoughlin,,
NFL-Jaguars,1998,Jacksonville,Jaguars,NFL,,AFCCentral,11,5,0,TomCoughlin,,
NFL-Jaguars,1999,Jacksonville,Jaguars,NFL,,AFCCentral,14,2,0,TomCoughlin,,
NFL-Jaguars,2000,Jacksonville,Jaguars,NFL,,AFCCentral,7,9,0,TomCoughlin,,
NFL-Jaguars,2001,Jacksonville,Jaguars,NFL,,AFCCentral,6,10,0,TomCoughlin,,
NFL-Jaguars,2002,Jacksonville,Jaguars,NFL,,AFCSouth,6,10,0,TomCoughlin,,
NFL-Jaguars,2003,Jacksonville,Jaguars,NFL,,AFCSouth,5,11,0,JackDelRio,,
NFL-Jaguars,2004,Jacksonville,Jaguars,NFL,,AFCSouth,9,7,0,JackDelRio,,
NFL-Jaguars,2005,Jacksonville,Jaguars,NFL,,AFCSouth,12,4,0,JackDelRio,,
NFL-Jaguars,2006,Jacksonville,Jaguars,NFL,,AFCSouth,8,8,0,JackDelRio,,
NFL-Jaguars,2007,Jacksonville,Jaguars,NFL,,AFCSouth,11,5,0,JackDelRio,,
NFL-Jaguars,2008,Jacksonville,Jaguars,NFL,,AFCSouth,5,11,0,JackDelRio,,
NFL-Jaguars,2009,Jacksonville,Jaguars,NFL,,AFCSouth,7,9,0,JackDelRio,,
NFL-Jaguars,2010,Jacksonville,Jaguars,NFL,,AFCSouth,8,8,0,JackDelRio,,
NFL-Jaguars,2011,Jacksonville,Jaguars,NFL,,AFCSouth,5,11,0,JackDelRio,,
NFL-Jaguars,2012,Jacksonville,Jaguars,NFL,,AFCSouth,2,14,0,MikeMularkey,,
NFL-Jaguars,2013,Jacksonville,Jaguars,NFL,,AFCSouth,4,12,0,GusBradley,,
NFL-Jaguars,2014,Jacksonville,Jaguars,NFL,,AFCSouth,3,13,0,GusBradley,,
NFL-Jaguars,2015,Jacksonville,Jaguars,NFL,,AFCSouth,5,11,0,GusBradley,,
NFL-Jaguars,2016,Jacksonville,Jaguars,NFL,,AFCSouth,3,13,0,GusBradley,,
NFL-Jaguars,2017,Jacksonville,Jaguars,NFL,,AFCSouth,10,6,0,DougMarrone,,
NFL-Jaguars,2018,Jacksonville,Jaguars,NFL,,AFCSouth,5,11,0,DougMarrone,,
NFL-Jaguars,2019,Jacksonville,Jaguars,NFL,,AFCSouth,5,9,0,DougMarrone,,
