NFL-Panthers,1995,Carolina,Panthers,NFL,,NFCWest,7,9,0,DomCapers,x,x
NFL-Panthers,1996,Carolina,Panthers,NFL,,NFCWest,12,4,0,DomCapers,,
NFL-Panthers,1997,Carolina,Panthers,NFL,,NFCWest,7,9,0,DomCapers,,
NFL-Panthers,1998,Carolina,Panthers,NFL,,NFCWest,4,12,0,DomCapers,,
NFL-Panthers,1999,Carolina,Panthers,NFL,,NFCWest,8,8,0,GeorgeSeifert,,
NFL-Panthers,2000,Carolina,Panthers,NFL,,NFCWest,7,9,0,GeorgeSeifert,,
NFL-Panthers,2001,Carolina,Panthers,NFL,,NFCWest,1,15,0,GeorgeSeifert,,
NFL-Panthers,2002,Carolina,Panthers,NFL,,NFCSouth,7,9,0,JohnFox,,
NFL-Panthers,2003,Carolina,Panthers,NFL,,NFCSouth,11,5,0,JohnFox,,
NFL-Panthers,2004,Carolina,Panthers,NFL,,NFCSouth,7,9,0,JohnFox,,
NFL-Panthers,2005,Carolina,Panthers,NFL,,NFCSouth,11,5,0,JohnFox,,
NFL-Panthers,2006,Carolina,Panthers,NFL,,NFCSouth,8,8,0,JohnFox,,
NFL-Panthers,2007,Carolina,Panthers,NFL,,NFCSouth,7,9,0,JohnFox,,
NFL-Panthers,2008,Carolina,Panthers,NFL,,NFCSouth,12,4,0,JohnFox,,
NFL-Panthers,2009,Carolina,Panthers,NFL,,NFCSouth,8,8,0,JohnFox,,
NFL-Panthers,2010,Carolina,Panthers,NFL,,NFCSouth,2,14,0,JohnFox,,
NFL-Panthers,2011,Carolina,Panthers,NFL,,NFCSouth,6,10,0,RonRivera,,
NFL-Panthers,2012,Carolina,Panthers,NFL,,NFCSouth,7,9,0,RonRivera,,
NFL-Panthers,2013,Carolina,Panthers,NFL,,NFCSouth,12,4,0,RonRivera,,
NFL-Panthers,2014,Carolina,Panthers,NFL,,NFCSouth,7,8,1,RonRivera,,
NFL-Panthers,2015,Carolina,Panthers,NFL,,NFCSouth,15,1,0,RonRivera,,
NFL-Panthers,2016,Carolina,Panthers,NFL,,NFCSouth,6,10,0,RonRivera,,
NFL-Panthers,2017,Carolina,Panthers,NFL,,NFCSouth,11,5,0,RonRivera,,
NFL-Panthers,2018,Carolina,Panthers,NFL,,NFCSouth,7,9,0,RonRivera,,
NFL-Panthers,2019,Carolina,Panthers,NFL,,NFCSouth,5,9,0,RonRivera,,
