NFL-Ravens,1996,Baltimore,Ravens,NFL,,AFCCentral,4,12,0,TedMarchibroda,ArtModel,x
NFL-Ravens,1997,Baltimore,Ravens,NFL,,AFCCentral,6,9,1,TedMarchibroda,,
NFL-Ravens,1998,Baltimore,Ravens,NFL,,AFCCentral,6,10,0,TedMarchibroda,,
NFL-Ravens,1999,Baltimore,Ravens,NFL,,AFCCentral,8,8,0,BrianBillick,,
NFL-Ravens,2000,Baltimore,Ravens,NFL,,AFCCentral,12,4,0,BrianBillick,,
NFL-Ravens,2001,Baltimore,Ravens,NFL,,AFCCentral,10,6,0,BrianBillick,,
NFL-Ravens,2002,Baltimore,Ravens,NFL,,AFCNorth,7,9,0,BrianBillick,,
NFL-Ravens,2003,Baltimore,Ravens,NFL,,AFCNorth,10,6,0,BrianBillick,,
NFL-Ravens,2004,Baltimore,Ravens,NFL,,AFCNorth,9,7,0,BrianBillick,,
NFL-Ravens,2005,Baltimore,Ravens,NFL,,AFCNorth,6,10,0,BrianBillick,,
NFL-Ravens,2006,Baltimore,Ravens,NFL,,AFCNorth,13,3,0,BrianBillick,,
NFL-Ravens,2007,Baltimore,Ravens,NFL,,AFCNorth,5,11,0,BrianBillick,,
NFL-Ravens,2008,Baltimore,Ravens,NFL,,AFCNorth,11,5,0,JohnHarbaugh,,
NFL-Ravens,2009,Baltimore,Ravens,NFL,,AFCNorth,9,7,0,JohnHarbaugh,,
NFL-Ravens,2010,Baltimore,Ravens,NFL,,AFCNorth,12,4,0,JohnHarbaugh,,
NFL-Ravens,2011,Baltimore,Ravens,NFL,,AFCNorth,12,4,0,JohnHarbaugh,,
NFL-Ravens,2012,Baltimore,Ravens,NFL,,AFCNorth,10,6,0,JohnHarbaugh,,
NFL-Ravens,2013,Baltimore,Ravens,NFL,,AFCNorth,8,8,0,JohnHarbaugh,,
NFL-Ravens,2014,Baltimore,Ravens,NFL,,AFCNorth,10,6,0,JohnHarbaugh,,
NFL-Ravens,2015,Baltimore,Ravens,NFL,,AFCNorth,5,11,0,JohnHarbaugh,,
NFL-Ravens,2016,Baltimore,Ravens,NFL,,AFCNorth,8,8,0,JohnHarbaugh,,
NFL-Ravens,2017,Baltimore,Ravens,NFL,,AFCNorth,9,7,0,JohnHarbaugh,,
NFL-Ravens,2018,Baltimore,Ravens,NFL,,AFCNorth,10,6,0,JohnHarbaugh,,
NFL-Ravens,2019,Baltimore,Ravens,NFL,,AFCNorth,12,2,0,JohnHarbaugh,,
